Nama Produk,label,text_cleaned,text_stopwords_removed,clean_text,token_awal,token_akhir,reduksi,persen_%
OHSOME—[BPOM] Purederm make-up remover cleansing towelettes set / Tisu Pembersih Makeup 30pcs,Entertainment,ohsome—bpom purederm makeup remover cleansing towelettes set tisu pembersih makeup pcs,ohsome—bpom purederm makeup remover cleansing towelettes tisu pembersih makeup,ohsome bpom purederm makeup remover cleansing towelettes tisu bersih makeup,12.0,10.0,2.0,16.7
GWP SOMETHINC Reset Gentle Micellar Cleansing Water 40ml,Entertainment,gwp somethinc reset gentle micellar cleansing water ml,gwp somethinc reset gentle micellar cleansing water,gwp somethinc reset gentle micellar cleansing water,8.0,7.0,1.0,12.5
"The Originote Cleanser Set | Micellar Water Acne Hyalurose Cleansing Oil Perawatan Wajah Lengkap Kulit Glowing, Lembap, Tanpa Iritasi Cleansing Water, Makeup Remover, Pembersih Muka pembersih double cleansing pembersih make up make up remove cleanface",Entertainment,the originote cleanser set micellar water acne hyalurose cleansing oil perawatan wajah lengkap kulit glowing lembap tanpa iritasi cleansing water makeup remover pembersih muka pembersih double cleansing pembersih make up make up remove cleanface,the originote cleanser micellar water acne hyalurose cleansing oil perawatan wajah kulit glowing iritasi cleansing water makeup remover pembersih muka pembersih double cleansing pembersih make up make up remove cleanface,the originote cleanser micellar water acne hyalurose cleansing oil awat wajah kulit glowing iritasi cleansing water makeup remover bersih muka bersih double cleansing bersih make up make up remove cleanface,35.0,30.0,5.0,14.3
* FELIZ * GARNIER Micellar Water Vitamin C 125ml,Entertainment,feliz garnier micellar water vitamin c ml,feliz garnier micellar water vitamin,feliz garnier micellar water vitamin,9.0,5.0,4.0,44.4
Pixy Eye & Lip Makeup Remover 60ml | Tnt Beauty Shop,Entertainment,pixy eye lip makeup remover ml tnt beauty shop,pixy eye lip makeup remover tnt beauty,pixy eye lip makeup remover tnt beauty,11.0,7.0,4.0,36.4
WARDAH Nature Daily Calm & Soothe Micellar Water,Entertainment,wardah nature daily calm soothe micellar water,wardah nature daily calm soothe micellar water,wardah nature daily calm soothe micellar water,8.0,7.0,1.0,12.5
BIOAQUA Gentle Makeup Remover Micellar Water 300ml Lip & Eye Make up Remover For All Skin Type pembersih make up,Entertainment,bioaqua gentle makeup remover micellar water ml lip eye make up remover for all skin type pembersih make up,bioaqua gentle makeup remover micellar water lip eye make up remover for skin pembersih make up,bioaqua gentle makeup remover micellar water lip eye make up remover for skin bersih make up,20.0,16.0,4.0,20.0
The Originote Hyalurose Micellar Water | Pembersih Wajah | Cleansing Water | TnT Beauty Shop,Entertainment,the originote hyalurose micellar water pembersih wajah cleansing water tnt beauty shop,the originote hyalurose micellar water pembersih wajah cleansing water tnt beauty,the originote hyalurose micellar water bersih wajah cleansing water tnt beauty,15.0,11.0,4.0,26.7
BIOAQUA Micellar Water Makeup Remover Hyaluronic Acid Polypeptide Gentle Cleansing Water 300 ml,Entertainment,bioaqua micellar water makeup remover hyaluronic acid polypeptide gentle cleansing water ml,bioaqua micellar water makeup remover hyaluronic acid polypeptide gentle cleansing water,bioaqua micellar water makeup remover hyaluronic acid polypeptide gentle cleansing water,13.0,11.0,2.0,15.4
"L'Oreal Paris Revitalift Crystal Purifying Micellar Water Skin Care - 95/400ml (Membersihkan Sampai Ke Pori, Menghapus Makeup & Menenangkan Kulit)",Entertainment,loreal paris revitalift crystal purifying micellar water skin care ml membersihkan sampai ke pori menghapus makeup menenangkan kulit,loreal paris revitalift crystal purifying micellar water skin care membersihkan pori menghapus makeup menenangkan kulit,loreal paris revitalift crystal purifying micellar water skin care bersih pori hapus makeup tenang kulit,20.0,15.0,5.0,25.0
Wardah Nature Daily Seaweed Cleansing Micellar Water | Tnt Beauty Shop,Entertainment,wardah nature daily seaweed cleansing micellar water tnt beauty shop,wardah nature daily seaweed cleansing micellar water tnt beauty,wardah nature daily seaweed cleansing micellar water tnt beauty,11.0,9.0,2.0,18.2
Nivea Micellar Water Pearl White | Hydration | Black EXPERT | TnT Beauty Shop,Entertainment,nivea micellar water pearl white hydration black expert tnt beauty shop,nivea micellar water pearl white hydration black expert tnt beauty,nivea micellar water pearl white hydration black expert tnt beauty,14.0,10.0,4.0,28.6
"SOMETHINC Calm Down Gentle Micellar Water - Pembersih Makeup untuk Kulit Sensitif, Kulit Kemerahan, Micellar Water yang Tidak Merusak Skin Barrier, cocok untuk semua jenis kulit",Entertainment,somethinc calm down gentle micellar water pembersih makeup untuk kulit sensitif kulit kemerahan micellar water yang tidak merusak skin barrier cocok untuk semua jenis kulit,somethinc calm down gentle micellar water pembersih makeup kulit kulit kemerahan micellar water merusak skin barrier jenis kulit,somethinc calm down gentle micellar water bersih makeup kulit kulit merah micellar water rusak skin barrier jenis kulit,26.0,18.0,8.0,30.8
OHSOME-AKITA HACHI White Tea Cleansing Oil 150ml | Hapus Makeup | Melembabkan & Menyegarkan,Entertainment,ohsomeakita hachi white tea cleansing oil ml hapus makeup melembabkan menyegarkan,ohsomeakita hachi white tea cleansing oil hapus makeup melembabkan menyegarkan,ohsomeakita hachi white tea cleansing oil hapus makeup melembabkan segar,14.0,10.0,4.0,28.6
[PAKET HEMAT ISI 2] GARNIER Micellar Water 400ml ALL VARIANT Skincare Cleansing - Pembersih Wajah & Make up untuk Kulit Sensitif Micellar Cleansing Water Paket Skincare 1 set lengkap,Entertainment,paket hemat isi garnier micellar water ml all variant skincare cleansing pembersih wajah make up untuk kulit sensitif micellar cleansing water paket skincare set lengkap,garnier micellar water skincare cleansing pembersih wajah make up kulit micellar cleansing water skincare,garnier micellar water skincare cleansing bersih wajah make up kulit micellar cleansing water skincare,29.0,14.0,15.0,51.7
[PHINKL] Viva air mawar penyegar pembersih wajah rose water campuran masker bubuk dan pembersih wajah,Entertainment,phinkl viva air mawar penyegar pembersih wajah rose water campuran masker bubuk dan pembersih wajah,phinkl viva air mawar penyegar pembersih wajah rose water campuran masker bubuk pembersih wajah,phinkl viva air mawar segar bersih wajah rose water campur masker bubuk bersih wajah,15.0,14.0,1.0,6.7
Glad2Glow Madagascar Centella Light Cleansing Oil 100ml/200ml g2g micellar water pembersih wajah Penghapus riasan lembut tanpa iritasi Menghapus riasan tahan air dengan cepat dan menyegarkan milk cleanser makeup remove pembersih muka wajah,Entertainment,gladglow madagascar centella light cleansing oil mlml gg micellar water pembersih wajah penghapus riasan lembut tanpa iritasi menghapus riasan tahan air dengan cepat dan menyegarkan milk cleanser makeup remove pembersih muka wajah,gladglow madagascar centella light cleansing oil mlml gg micellar water pembersih wajah penghapus riasan iritasi menghapus riasan tahan air menyegarkan milk cleanser makeup remove pembersih muka wajah,gladglow madagascar centella light cleansing oil mlml gg micellar water bersih wajah hapus rias iritasi hapus rias tahan air segar milk cleanser makeup remove bersih muka wajah,32.0,27.0,5.0,15.6
[ BELIA ] GLAD2GLOW Micellar Water 300ml | Pembersih Wajah MakeUp Remover Cleansing Water,Entertainment,belia gladglow micellar water ml pembersih wajah makeup remover cleansing water,gladglow micellar water pembersih wajah makeup remover cleansing water,gladglow micellar water bersih wajah makeup remover cleansing water,14.0,9.0,5.0,35.7
Cleanface Cleansing Balm / Pembersih Make Up (Balm),Entertainment,cleanface cleansing balm pembersih make up balm,cleanface cleansing balm pembersih make up balm,cleanface cleansing balm bersih make up balm,8.0,7.0,1.0,12.5
[BUNDLING] Garnier Micellar Cleansing Water Pink - Blue 125 ml - Selection Kapas 35gr | TnT Beauty,Entertainment,bundling garnier micellar cleansing water pink blue ml selection kapas gr tnt beauty,bundling garnier micellar cleansing water pink blue selection kapas tnt beauty,bundling garnier micellar cleansing water pink blue selection kapas tnt beauty,17.0,11.0,6.0,35.3
"NIVEA Micellar Water MicellAir Pearl Bright 125ml - Pembersih make up tanpa alkohol makeup remover mencerahkan kulit kusam membersihkan wajah double cleansing melembabkan kulit kering - Pearl & Licorice Extract, 0% Alcohol",Entertainment,nivea micellar water micellair pearl bright ml pembersih make up tanpa alkohol makeup remover mencerahkan kulit kusam membersihkan wajah double cleansing melembabkan kulit kering pearl licorice extract alcohol,nivea micellar water micellair pearl bright pembersih make up alkohol makeup remover mencerahkan kulit kusam membersihkan wajah double cleansing melembabkan kulit pearl licorice extract alcohol,nivea micellar water micellair pearl bright bersih make up alkohol makeup remover cerah kulit kusam bersih wajah double cleansing melembabkan kulit pearl licorice extract alcohol,32.0,25.0,7.0,21.9
Herborist Aloe Vera Micellar Water (Pembersih Wajah & Make up) 100ml,Entertainment,herborist aloe vera micellar water pembersih wajah make up ml,herborist aloe vera micellar water pembersih wajah make up,herborist aloe vera micellar water bersih wajah make up,11.0,9.0,2.0,18.2
Ginza Cleansing Oil Travel Size 50 ml - Makeup Remover,Entertainment,ginza cleansing oil travel size ml makeup remover,ginza cleansing oil travel makeup remover,ginza cleansing oil travel makeup remover,10.0,6.0,4.0,40.0
[PAKET HEMAT ISI 3] GARNIER Micellar Water Rose Skincare 400ml Skincare Cleansing - Pembersih Wajah & Make up Waterproof Air Mawar Cocok untuk semua jEnis kulit Micellar Cleansing Water,Entertainment,paket hemat isi garnier micellar water rose skincare ml skincare cleansing pembersih wajah make up waterproof air mawar cocok untuk semua jenis kulit micellar cleansing water,garnier micellar water rose skincare skincare cleansing pembersih wajah make up waterproof air mawar jenis kulit micellar cleansing water,garnier micellar water rose skincare skincare cleansing bersih wajah make up waterproof air mawar jenis kulit micellar cleansing water,29.0,19.0,10.0,34.5
[PAKET HEMAT ISI 3] GARNIER Micellar Water Pink 400ml Skincare Cleansing - Pembersih Wajah & Make up Pink Blue Oil Vitamin C Rose Peeling Exfoliating Skincare Cleansing,Entertainment,paket hemat isi garnier micellar water pink ml skincare cleansing pembersih wajah make up pink blue oil vitamin c rose peeling exfoliating skincare cleansing,garnier micellar water pink skincare cleansing pembersih wajah make up pink blue oil vitamin rose peeling exfoliating skincare cleansing,garnier micellar water pink skincare cleansing bersih wajah make up pink blue oil vitamin rose peeling exfoliating skincare cleansing,27.0,19.0,8.0,29.6
SKIN1004 Madagascar Centella Light Cleansing Oil 30ml,Entertainment,skin madagascar centella light cleansing oil ml,skin madagascar centella light cleansing oil,skin madagascar centella light cleansing oil,7.0,6.0,1.0,14.3
(300ml) NPURE MICELLAR WATER 300 ml Acne Power Clear gentle & hydrate Micellar Water no alcohol 300ml acne power clear N’pure Npure npure n pure makeup removal sensitive skin no sls Gentle oil infused,Entertainment,ml npure micellar water ml acne power clear gentle hydrate micellar water no alcohol ml acne power clear n’pure npure npure n pure makeup removal sensitive skin no sls gentle oil infused,npure micellar water acne power clear gentle hydrate micellar water no alcohol acne power clear n’pure npure npure pure makeup removal sensitive skin no sls gentle oil infused,npure micellar water acne power clear gentle hydrate micellar water no alcohol acne power clear n pure npure npure pure makeup removal sensitive skin no sls gentle oil infused,34.0,29.0,5.0,14.7
Garnier Micellar Water Pink 125ml - Sensitive Skin Cleansing Water,Entertainment,garnier micellar water pink ml sensitive skin cleansing water,garnier micellar water pink sensitive skin cleansing water,garnier micellar water pink sensitive skin cleansing water,10.0,8.0,2.0,20.0
THE ORIGINOTE - Hyalurose Micellar Water - 300ml Pembersih Wajah Make Up Remover Cleansing Water dan Melembabkan Wajah with Hyaluronic Acid,Entertainment,the originote hyalurose micellar water ml pembersih wajah make up remover cleansing water dan melembabkan wajah with hyaluronic acid,the originote hyalurose micellar water pembersih wajah make up remover cleansing water melembabkan wajah with hyaluronic acid,the originote hyalurose micellar water bersih wajah make up remover cleansing water melembabkan wajah with hyaluronic acid,21.0,17.0,4.0,19.0
NIVEA Micellar Water 400ml MicellAir Pearl Bright | Oil & Acne 400 ml,Entertainment,nivea micellar water ml micellair pearl bright oil acne ml,nivea micellar water micellair pearl bright oil acne,nivea micellar water micellair pearl bright oil acne,13.0,8.0,5.0,38.5
Wardah Acnederm Acne Care Micellar Water - Efektif - 50% Tanda Jerawat Berkurang - Skincare,Entertainment,wardah acnederm acne care micellar water efektif tanda jerawat berkurang skincare,wardah acnederm acne care micellar water tanda jerawat berkurang skincare,wardah acnederm acne care micellar water tanda jerawat kurang skincare,15.0,10.0,5.0,33.3
Wardah Nature Daily Aloe Seaweed Calm & Soothe Micellar Water - Pembersih Wajah Tanpa Bilas yang Gentle Bahkan Untuk Kulit Sensitif,Entertainment,wardah nature daily aloe seaweed calm soothe micellar water pembersih wajah tanpa bilas yang gentle bahkan untuk kulit sensitif,wardah nature daily aloe seaweed calm soothe micellar water pembersih wajah bilas gentle kulit,wardah nature daily aloe seaweed calm soothe micellar water bersih wajah bilas gentle kulit,21.0,14.0,7.0,33.3
Sea Makeup Micellar Water Pembersih Wajah Makeup Remover Cleansing Water Kulit Sensitif Berjerawat with Salicylic Acid / SEA MAKE UP,Entertainment,sea makeup micellar water pembersih wajah makeup remover cleansing water kulit sensitif berjerawat with salicylic acid sea make up,sea makeup micellar water pembersih wajah makeup remover cleansing water kulit berjerawat with salicylic acid sea make up,sea makeup micellar water bersih wajah makeup remover cleansing water kulit jerawat with salicylic acid sea make up,20.0,18.0,2.0,10.0
Emina Bright Stuff Micellar Water - Pembersih Wajah Cerah Glowing 50ml,Entertainment,emina bright stuff micellar water pembersih wajah cerah glowing ml,emina bright stuff micellar water pembersih wajah glowing,emina bright stuff micellar water bersih wajah glowing,11.0,8.0,3.0,27.3
GARNIER Micellar Water Pink / Blue / Biphase Oil Infused 125 ML | TnT Beauty Shop,Entertainment,garnier micellar water pink blue biphase oil infused ml tnt beauty shop,garnier micellar water pink blue biphase oil infused tnt beauty,garnier micellar water pink blue biphase oil infused tnt beauty,16.0,10.0,6.0,37.5
[JUMBO SIZE] GARNIER Micellar Cleansing Water 700ml Pink Skin Care - Pembersih Wajah & Make up Untuk Kulit Sensitif Micelar Pembersih Wajah Sabun Cuci Muka Penghapus Makeup Makeup Remover,Entertainment,jumbo size garnier micellar cleansing water ml pink skin care pembersih wajah make up untuk kulit sensitif micelar pembersih wajah sabun cuci muka penghapus makeup makeup remover,garnier micellar cleansing water pink skin care pembersih wajah make up kulit micelar pembersih wajah muka penghapus makeup makeup remover,garnier micellar cleansing water pink skin care bersih wajah make up kulit micelar bersih wajah muka hapus makeup makeup remover,29.0,20.0,9.0,31.0
